Structure [idcode],Structure No,Catalog ID,Plate_ID,Well,"V, ÂµL","Conc, mM",Formula,SMILES,MW,Purity,PO,MW_salt,Stereochem.data,Geometric.isomer,Chemical name,ClogP,logS,HBD,HBA,TPSA,RotBonds,% inh rep1,% inh rep2
do|BHAfwBHHHzPvHrJJIRIWQe``eJX@@ !B?`Bw@h`Bmww~@Ox@?Xbw_PJwb@JH@ox@mpJH@`,829,Z1509684316,1907006-Y10-03,M14,10,10,C7H3Cl2FO4S,OC(c(c(Cl)c1)cc(S(F)(=O)=O)c1Cl)=O,273.0657,95,27521095,0,Achiral,None,"2,4-dichloro-5-(fluorosulfonyl)benzoic acid","2,869","-3,464",1,4,"71,44",2,33.20287019,20.54287477
fjmHQ@AVCEFBF@DPdLddjbRVfbfRdkIYZ@BZ`@@@@ !B@O{~_w?~?`Bw@k]}?`Bw@k\B?`C~@K\Bb@K~@Ha}b@Jw@ox@?`Bw@`,830,Z4262402901,1907006-Y10-03,N14,10,10,C11H9FN4O4S,CN(C(c1cc(OS(F)(=O)=O)cnc1)=O)c1ncccn1,312.277,97.67,27521095,0,Achiral,None,5-[methyl(pyrimidin-2-yl)carbamoyl]pyridin-3-yl sulfurofluoridate,"-2,755","-2,546",0,6,"102,35",4,2.674494455,0.555212832
dklBPDsS@HbPrRRqISPUe`BF@@ !B?[^H_PJHmpK~@K]}mpJw@ox@mwvH@k\B,831,Z198240992,1907006-Y10-03,O14,10,10,C7H5FO4S,OC(c1cccc(S(F)(=O)=O)c1)=O,204.1756,100,27521095,0,Achiral,None,3-(fluorosulfonyl)benzoic acid,"2,296","-1,96",1,4,"71,44",2,23.4939759,19.04761905
fnsaQ@MHpRw`ADICIIJhdleMDddiJbfkYZ@Bff`@@@@ !B?K^w?X`B_Xa??ovH?[]??g?~?[]??gvH@ha??eMgTq`_Fa}em?vw?K_|mwt,832,Z4262224826,1907006-Y10-03,P14,10,10,C15H10FNO5S,O=C(c1cc(cccc2)c2[o]1)Nc(cc1)ccc1OS(F)(=O)=O,335.307,100,27521095,0,Achiral,None,4-(1-benzofuran-2-amido)phenyl sulfurofluoridate,"1,634","-5,258",1,3,"85,61",4,-14.1231593,-5.490196078
fbuQa@AZQ``@bDaddeTTRbrQdUYwiZBBaZh`@@ !B@hbw@gvwbGvH@ha}?`C~_x`Bb@HXTv]S?`AeGqh_b@JH@`Jw_X`,833,Z3919186787,1907006-Y10-03,A15,10,10,C13H15FN2O3S,CC(C)(C)c(cc1)cc(-[n]2nccc2)c1OS(F)(=O)=O,298.3332,100,27521095,0,Achiral,None,4-tert-butyl-2-(1H-pyrazol-1-yl)phenyl sulfurofluoridate,"2,446","-3,937",0,3,"61,19",4,0.890585242,12.21621622
foA`Q@KHpPp@bDaddeTRTtTmV]KPACQ@@@ !B?`@@?g?~?g~H_X`B?g~H_Xa}XAk~_qi`KF]`YP,834,Z3919185079,1907006-Y10-03,B15,10,10,C8H6FNO4S,O=C1NCc(cc2)c1cc2OS(F)(=O)=O,231.2009,100,27521095,0,Achiral,None,"3-oxo-2,3-dihydro-1H-isoindol-5-yl sulfurofluoridate","-0,739","-2,191",1,3,"72,47",2,-4.076265615,-5.953827461
ff}QQ@AVQ`ab`BHRFRRUQIKSQQHjRdyeh@IjjjICjLt@@ !B?Xbw?PJwb@K~@K_|bOs~@Ox@b@JH@hc}?`BH@k\B?`BH?_x@mpK~@H`B,835,Z4262509562,1907006-Y10-03,C15,10,10,C13H17FN2O5S,C[C@@H](C[C@H](CC1)OC)N1C(c1cc(OS(F)(=O)=O)cnc1)=O,332.3479,96.95,27521095,0,Racemic diastereomer with known relative stereochemistry,Cis,"rac-5-[(2R,4R)-4-methoxy-2-methylpiperidine-1-carbonyl]pyridin-3-yl sulfurofluoridate","-1,729","-2,243",0,5,"85,8",4,-0.657462196,-3.523693803
fhi`Q@AHpQp@bDaddeTTRbtRk^CKPPTMD@@ !Bb@HBm?vHmwvw@k]}?`C~_{\BmpHXTv]S?`A`FfT_Fa|,836,Z3919175046,1907006-Y10-03,D15,10,10,C10H10FNO4S,O=C(CCC1)N1c(cccc1)c1OS(F)(=O)=O,259.2541,100,27521095,0,Achiral,None,2-(2-oxopyrrolidin-1-yl)phenyl sulfurofluoridate,"0,526","-2,753",0,3,"63,68",3,-8.152531229,-3.888213852
dk\LPDppBHdLddlRTrF]NV@Bh`@ !Bm?s|bGvwbGvH@oy?bGvH__y?XAi`YRqg,837,Z2907409500,1907006-Y10-03,E15,10,10,C8H7FO3S,O=S(c1cc(COC2)c2cc1)(F)=O,202.2028,95,27521095,0,Achiral,None,"1,3-dihydro-2-benzofuran-5-sulfonyl fluoride","1,789","-1,955",0,3,"43,37",1,7.971014493,11.54090044
f`qQc@K^Q``@bD`XHrRRjIKJIRT{tm@ASP`@@ !BbOpBmwvHmww~_{]}bGw~_?y?bGw~_qaSYuMeGqh_,838,Z3919182709,1907006-Y10-03,F15,10,10,C8H5FN2O3S2,O=S(Oc(cc1)ccc1-c1nnc[s]1)(F)=O,260.2653,98.89,27521095,0,Achiral,None,"4-(1,3,4-thiadiazol-2-yl)phenyl sulfurofluoridate","-0,082","-3,959",0,4,"69,15",3,-7.312252964,3.424223209
f`q@a@DX@DPdLddlRVTRPiN}K@AUTP@@ !B?`@@?g?~?g~w?Xc}?g?~_xc}?g~w_Xa}?g?~_xc},839,Z2050058204,1907006-Y10-03,G15,10,10,C12H15FO2S,O=S(c1ccc(C2CCCCC2)cc1)(F)=O,242.3097,95,27521095,0,Achiral,None,4-cyclohexylbenzene-1-sulfonyl fluoride,"4,925","-4,714",0,2,"34,14",2,18.5971686,9.052247874
fhi`Q@KHpPp@bDaddeTRVTrde^CKP@SUD@@ !BbOpBmwvHmww~_{]}bGw~_?y?bGw~_xa}mww~_wvw@k\,840,Z3919175721,1907006-Y10-03,H15,10,10,C10H10FNO4S,O=C(c(cc1)ccc1OS(F)(=O)=O)NC1CC1,259.2541,100,27521095,0,Achiral,None,4-(cyclopropylcarbamoyl)phenyl sulfurofluoridate,"-0,131","-3,066",1,3,"72,47",4,-8.043758044,4.556500608
fbu`Q@IHpYp@bDaddeTbLTTvRmyNYZjjY`@@@@ !B?g|@?ox@_?{}mwvwmpJH_W?~TqaSYqi`GvTZGq|Zm?rw?[]}m?p,841,Z2738688485,1907006-Y10-03,I15,10,10,C13H14FNO4S,CC(C)(CN(C(c1c2cccc1)=O)C2=O)CS(F)(=O)=O,299.318,95,27521095,0,Achiral,None,"3-(1,3-dioxo-2,3-dihydro-1H-isoindol-2-yl)-2,2-dimethylpropane-1-sulfonyl fluoride","2,484","-3,479",0,4,"71,52",4,13.96396396,4.191980559
fjmPQ@MNQ`e`ADICIIJhdleLhdiJrVV`@ih@@@@ !Bb@HBm?vHmww~_{_}bOw~_?y?bGw~_xc}bOs~_xa}?g~H@ha}bGvH@`,842,Z3919175893,1907006-Y10-03,J15,10,10,C13H11FN2O4S,O=C(Nc1ccccc1)Nc(cc1)ccc1OS(F)(=O)=O,310.3008,100,27521095,0,Achiral,None,4-[(phenylcarbamoyl)amino]phenyl sulfurofluoridate,"1,434","-4,125",2,3,"84,5",4,96.09375,85.39796529
foAAa@DXt@HaHYIIXdhdmKUgRsTDA@@@ !B\t]GCCasCCc@vVvpN@pRlOx@bOw@qhc|b@JH?P,843,Z2907426003,1907006-Y10-03,K15,10,10,C10H9FO3S,O=S(C1=Cc(cccc2)c2OCC1)(F)=O,228.2401,95,27521095,0,Achiral,None,"2,3-dihydro-1-benzoxepine-4-sulfonyl fluoride","2,683","-2,797",0,3,"43,37",1,17.05729167,13.58467983
fleaQ@CHpSRPADICIIJhheDYdeVbfV``Xjh`@@ !BmpHBbOvwbGw~_xc}m?vH?Oy??g~H?_x@m?vH@k\B?`C~@K\B,844,Z3919175008,1907006-Y10-03,L15,10,10,C11H12FNO5S,O=C(c(cccc1)c1OS(F)(=O)=O)N1CCOCC1,289.2801,100,27521095,0,Achiral,None,2-(morpholine-4-carbonyl)phenyl sulfurofluoridate,"-0,804","-2,884",0,4,"72,91",3,0.32615786,-4.380012338
fhq@R`DXHX@QBPmHNdORFRRUQISJQRUKP@UU@@@ !B?Xbw?PJwb@K~@H`BmpK~@Ox@mpJH@ox@b@K}b@JwmpH,845,Z3919190563,1907006-Y10-03,M15,10,10,C8H6F4O4S,COc(cc1)c(C(F)(F)F)cc1OS(F)(=O)=O,274.1895,95,27521095,0,Achiral,None,4-methoxy-3-(trifluoromethyl)phenyl sulfurofluoridate,"1,613","-3,253",0,3,"52,6",4,8.284409654,3.763109192
fdyPQ@KNQ`f`ADICIIJhdleDeIPXrt@E@@@@@ !Bb@HBm?vHmww~_{_}bOw~_?y?bOw~_xa}?g~H@hc}bGvH?@,846,Z4168346439,1907006-Y10-03,N15,10,10,C10H7FN2O4S,O=S(Oc(cc1)ccc1Oc1ncccn1)(F)=O,270.237,100,27521095,0,Achiral,None,4-(pyrimidin-2-yloxy)phenyl sulfurofluoridate,"0,21","-3,55",0,4,"78,38",4,-9.571619813,1.008403361
f`q`c@JHp@HaHBBLddlRbtrWAN}KRu@A@@@ !BYrqSYqaSKAaeX@C~FBpZXBqg?`CMsxANKF\lYxAN,847,Z2907439802,1907006-Y10-03,O15,10,10,C10H8FNO2S2,Cc1nc(S(F)(=O)=O)c(-c2ccccc2)[s]1,257.3044,95,27521095,0,Achiral,None,"2-methyl-5-phenyl-1,3-thiazole-4-sulfonyl fluoride","3,531","-3,458",0,3,"47,03",2,12.91834003,11.42857143
fhi`S@GHpSP@bDaXHrRRjIKIQJRoAeh@Jfa@@ !BbGu}mpJHmpJw_[\B?g~w_[]}?g~w__y?FEMgTvT_Fa|,848,Z3919180473,1907006-Y10-03,P15,10,10,C9H6FNO4S2,O=S(Oc(cc1)ccc1Oc1ncc[s]1)(F)=O,275.2766,100,27521095,0,Achiral,None,"4-(1,3-thiazol-2-yloxy)phenyl sulfurofluoridate","1,008","-3,719",0,3,"65,49",4,-5.15394913,2.464985994
fhi@Q@DXHX@QBPrRRjIJYKRRkNeh@Jjb@@ !B@O{~@G?~?g~H_X`B?g~H_Xa}?g~H@ha}bGvH@dBVJf|,849,Z3919181889,1907006-Y10-03,A16,10,10,C11H13FO4S,CC(C)(CC1)Oc(cc2)c1cc2OS(F)(=O)=O,260.2819,100,27521095,0,Achiral,None,"2,2-dimethyl-3,4-dihydro-2H-1-benzopyran-6-yl sulfurofluoridate","2,067","-3,241",0,3,"52,6",2,-1.526717557,2.054054054
fdyac@AHpX@QBP\DYIIUDeMCDiZCFVjjffiaR`@ !BbOpBmwvHmwvw@k]}?`Bw@k\Bmww~@K\B?g|XTv]SYQ|ZGp,850,Z2867514954,1907006-Y10-03,B16,10,10,C11H14FNO3S2,O=C(c1ccc[s]1)N1CC(CS(F)(=O)=O)CCC1,291.3622,94.7,27521095,0,Racemic or presumed racemic or meso,None,[1-(thiophene-2-carbonyl)piperidin-3-yl]methanesulfonyl fluoride,"0,928","-3,071",0,3,"54,45",3,-1.183431953,-6.561360875
dmvLPASF@HbPrRRjIXYejZd@@ !BShB?ScF?`CDlF@C~YV@ZXA`l?`@,851,Z1165350729,1907006-Y10-03,C16,10,10,C5H6FNO3S,Cc1n[o]c(CS(F)(=O)=O)c1,179.1694,100,27521095,0,Achiral,None,"(3-methyl-1,2-oxazol-5-yl)methanesulfonyl fluoride","0,072","-0,39",0,3,"60,17",2,6.837606838,-7.897934386
fhiQc@CAQ``@bDaxHrRRjIJZYJVg^eh@bVb@@ !BYrqSYqaSKAcMtBpXot{MtLwPKAb?SfU`@OxXKAi`?`@,852,Z3919173734,1907006-Y10-03,D16,10,10,C9H7FN2O3S2,Nc1nc(-c2cccc(OS(F)(=O)=O)c2)c[s]1,274.2919,100,27521095,0,Achiral,None,"3-(2-amino-1,3-thiazol-4-yl)phenyl sulfurofluoridate","0,751","-3,83",1,4,"82,28",3,0.262984878,3.40218712
dg}LPIMLl@bICIIKDeLdJz\l@QRP@@ !Bm?s|bGvwbGvH@oy?bGvH_V@Z?g|lYvAe@Ox,853,Z2907419180,1907006-Y10-03,E16,10,10,C7H5FN2O3S,O=C1Nc(cc(cc2)S(F)(=O)=O)c2N1,216.1896,96.92,27521095,0,Achiral,None,"2-oxo-2,3-dihydro-1H-1,3-benzodiazole-5-sulfonyl fluoride","2,174","-2,65",2,3,"75,27",1,9.025032938,11.66772353
fjmac@IHpX@QBPKHYIIXdimLhdlIR\rpADt@D@@@ !B_?{~_pC~?`BH@k\B?`C~@H`BmpK~@K_|bOs~@K\Bb@K~@Ox@b@K~@@,854,Z1713569354,1907006-Y10-03,F16,10,10,C14H11F2NO3S,O=C(Cc(cc1)ccc1F)Nc1cccc(S(F)(=O)=O)c1,311.3038,96.48,27521095,0,Achiral,None,3-[2-(4-fluorophenyl)acetamido]benzene-1-sulfonyl fluoride,"3,658","-3,735",1,3,"63,24",4,-1.646903821,10.14584654
dg~DPIS@BHdLddlTRbLj]rp@@@@@ !B?g}??`C~?`Bw@h`B?`Bw?_x@b@Jw@k\Bmwt,855,Z1384100595,1907006-Y10-03,G16,10,10,C9H6FNO2S,O=S(c1cncc2ccccc12)(F)=O,211.2128,100,27521095,0,Achiral,None,isoquinoline-4-sulfonyl fluoride,"2,195","-2,573",0,3,"47,03",1,22.32947233,11.23936817
ffcPQ@AVQ`a`ADICIIJhdeihiDeIRZyKKP@SUUTT@@ !B@O{~_?x@_?{}b@JH_?{}bGvH_?y??ovH?[_|mw?~?[^dfzRd_[]??jRd,856,Z4262408908,1907006-Y10-03,H16,10,10,C14H17FN2O4S,O=C(c1cc(OS(F)(=O)=O)cnc1)N1C2(CCC2)CCCC1,328.3592,100,27521095,0,Achiral,None,5-{5-azaspiro[3.5]nonane-5-carbonyl}pyridin-3-yl sulfurofluoridate,"-0,004","-3,007",0,4,"76,57",3,-3.925353925,-4.434993925
do~DXJFPbBBNdCdKdGdLbbbTbSdYXHIRj@@ !BmpJw__x@?g~w@k\B_?{~_pC~?`C~@Ox@@Oy??`,857,Z3016192120,1907006-Y10-03,I16,10,10,C6H2ClF4NO2S,O=S(c(ncc(C(F)(F)F)c1)c1Cl)(F)=O,263.5972,95,27521095,0,Achiral,None,3-chloro-5-(trifluoromethyl)pyridine-2-sulfonyl fluoride,"2,479","-3,093",0,3,"47,03",2,14.86486486,0.668286756
ff}HS@AVCEFBF@DPdJrFRRUQIKSQSIZRleeh@Ij@B@@@ !B@O{~_w?~?`Bw@k]}?`Bw@k\B?`C~@K\Bb@K~@Ha}b@Jw@ox@?`Bw@ox@,858,Z4262507150,1907006-Y10-03,J16,10,10,C11H8F2N4O4S,CN(C(c1cc(OS(F)(=O)=O)cnc1)=O)c(nc1)ncc1F,330.2674,95.79,27521095,0,Achiral,None,5-[(5-fluoropyrimidin-2-yl)(methyl)carbamoyl]pyridin-3-yl sulfurofluoridate,"-2,574","-2,811",0,6,"102,35",4,62.36979167,37.52244165
do}BpJxfmpbMBCdLbbbbRNdzXHbJe@@ !Bmwvw@oy??`Bw_Xa}mwvw@oy??g~w__vHmwtBmp,859,Z2756866565,1907006-Y10-03,K16,10,10,C6H6ClFN2O4S,COc1nc(S(F)(=O)=O)nc(OC)c1Cl,256.6392,100,27521095,0,Achiral,None,"5-chloro-4,6-dimethoxypyrimidine-2-sulfonyl fluoride","1,735","-3,177",0,6,"78,38",3,5.078125,8.078994614
fjmpQ@AVBcAC@BHRFRRUQIKSQSIRUdlm@AMP@@@@ !B@O{~_w?~?`Bw@k]}?`Bw@k\B?`C~@K\Bb@K~@Ha}mpJH@ox@?`BH@`,860,Z4262415491,1907006-Y10-03,L16,10,10,C12H10FN3O4S,CN(C(c1cc(OS(F)(=O)=O)cnc1)=O)c1ncccc1,311.2889,94.1,27521095,0,Achiral,None,5-[methyl(pyridin-2-yl)carbamoyl]pyridin-3-yl sulfurofluoridate,"-1,798","-2,521",0,5,"89,46",4,-0.456621005,-2.652683529
dg_LPJ[dppBHdLddlRfVWCKMUUH@@ !BFa}`FfU`GvUeGv\l_?ygT?x@Gqjw@ox@mpH,861,Z2941304237,1907006-Y10-03,M16,10,10,C6H10FN3O3S,Cc([n]1CCOC)nnc1S(F)(=O)=O,223.2253,95.38,27521095,0,Achiral,None,"4-(2-methoxyethyl)-5-methyl-4H-1,2,4-triazole-3-sulfonyl fluoride","-0,483","-0,594",0,5,"74,08",4,6.066536204,4.13325108
ff}qQ@AVjcACE@DPdLddjbRVfbdRdeQsKP@SUULTGH@ !BUHRDJrn{nuP_YYg_nuP_YQ}enuR{UJ[@GvUgKFT_JxQgTuRD_?xZXM~Y,862,Z4262528819,1907006-Y10-03,N16,10,10,C12H14FN3O5S,C[C@](CCC1)(C(N)=O)N1C(c1cc(OS(F)(=O)=O)cnc1)=O,331.3201,100,27521095,0,Single known enantiomer,None,5-[(2S)-2-carbamoyl-2-methylpyrrolidine-1-carbonyl]pyridin-3-yl sulfurofluoridate,"-1,815","-2,392",1,5,"119,66",4,6.09103079,-2.913165266
dkMDpEwBBH`HRPpJRURIKSejkjab@@ !B[SXU@@Aj_qUj_qmGFscH\}]sFs`U_vi?,863,Z3925850402,1907006-Y10-03,O16,10,10,C6H10ClFN2O2S,N#CC1(CS(F)(=O)=O)CNCC1.Cl,228.6722,95,27521095,36.4609,Racemic or presumed racemic or meso,None,(3-cyanopyrrolidin-3-yl)methanesulfonyl fluoride hydrochloride,"-0,746","-0,338",1,4,"69,96",2,-3.547523427,4.369747899
ff}QQ@AVQ`ab`BHRFRRUQIKSQQKRRleeh@IjjjICjDd@@ !B_?{~_pC~?`Bw@k]}?`Bw@k_|?`C~@Hc|m?qn@A_cNyRPba}ZotfudJl{,864,Z4262432471,1907006-Y10-03,P16,10,10,C13H17FN2O5S,C[C@@H](CCO[C@@H](C)C1)N1C(c1cc(OS(F)(=O)=O)cnc1)=O,332.3479,96.17,27521095,0,Racemic diastereomer with known relative stereochemistry,Cis,"rac-5-[(2R,5R)-2,5-dimethyl-1,4-oxazepane-4-carbonyl]pyridin-3-yl sulfurofluoridate","-0,993","-2,448",0,5,"85,8",3,-5.957161981,3.921568627
f`aAS@DXIYp@bD`XHrRRjJIHrJuKPDDl@@@ !B?[^H_PJHmpJw_[\B?g~w__x@mww~_{\B@hc}m{_|,865,Z3919177678,1907006-Y10-03,A17,10,10,C8H9FO5S2,CS(Cc(cccc1)c1OS(F)(=O)=O)(=O)=O,268.2825,95,27521095,0,Achiral,None,2-(methanesulfonylmethyl)phenyl sulfurofluoridate,"-1,306","-1,82",0,4,"77,51",4,5.470737913,12.97297297
fdy`Q@OHpSP@bDaddeTRVRbRdhLYZ@B`@@@@ !Bb@HBm?vHmww~_{_}bOw~_?y?bOw~_xa}b@K~_xa}bOw~_p,866,Z3919185215,1907006-Y10-03,B17,10,10,C11H8FNO4S,O=S(Oc(cc1)ccc1Oc1cnccc1)(F)=O,269.2489,100,27521095,0,Achiral,None,4-(pyridin-3-yloxy)phenyl sulfurofluoridate,"1,167","-2,971",0,3,"65,49",4,11.04536489,7.654921021
do|JPDpeL@bICIIJhdheivV`BJ`@@ !B_?{~_pC~?`Bw@ox@mwvw@k\B?`Bw_[]}mpK~_p,867,Z3919190219,1907006-Y10-03,C17,10,10,C8H9FO5S,COc1cc(OS(F)(=O)=O)cc(OC)c1,236.2175,91,27521095,0,Achiral,None,"3,5-dimethoxyphenyl sulfurofluoridate","0,574","-2,195",0,4,"61,83",4,3.944773176,-3.037667072
fdyaa@KHpP@QBPrRRjJIEQIJtFLm@PP@@@@ !B_?{~@@C~?g~w?[\B?g~w?_x@m?w~_{_}?g~w?K]}m?vw@`,868,Z3919180668,1907006-Y10-03,D17,10,10,C12H10FNO3S,Cc(cc(cc1)-c2ncccc2)c1OS(F)(=O)=O,267.2761,100,27521095,0,Achiral,None,2-methyl-4-(pyridin-2-yl)phenyl sulfurofluoridate,"1,666","-3,543",0,3,"56,26",3,12.0973044,8.869987849
fj}HQ@AVCeFBF@DPdLddjbRVfbbRdhJ\eeh@Ijfhd@@ !BpIfYwz[@wzYeXERDwzYeXFU`wz[_ibn{YV@_FbpX?`@_YULXGqiSF@,869,Z4262424282,1907006-Y10-03,E17,10,10,C11H9FN4O4S,O=C(c1cc(OS(F)(=O)=O)cnc1)N1c2ccn[n]2CC1,312.277,100,27521095,0,Achiral,None,"5-{1H,2H,3H-pyrazolo[1,5-a]imidazole-1-carbonyl}pyridin-3-yl sulfurofluoridate","-2,013","-2,366",0,5,"94,39",3,3.886693017,3.931515536
fhi`Q@@hpSp@bDaddeTRTrRdeNCKP@USD@@ !B?g}??`C~?`Bw@k_}?`Bw@k\B?`AG\t\Lw|[_vWMG[[@,870,Z3919184853,1907006-Y10-03,F17,10,10,C10H10FNO4S,O=C(C1)NCCc(cc2)c1cc2OS(F)(=O)=O,259.2541,100,27521095,0,Achiral,None,"4-oxo-2,3,4,5-tetrahydro-1H-3-benzazepin-7-yl sulfurofluoridate","-0,771","-1,783",1,3,"72,47",2,1.910408432,1.3950539
fleA``DXl@HaHQdDrFRRVJIQY[JRTYtl@@DUP@@@ !B@O{~@G?~?g~w_Xa}?g~w@oy?bOvw?[]}?g~w@k_}?g~w_Xa},871,Z2907414387,1907006-Y10-03,G17,10,10,C12H9F3O3S,O=S(c(c1ccccc11)ccc1OCC(F)F)(F)=O,290.2583,95,27521095,0,Achiral,None,"4-(2,2-difluoroethoxy)naphthalene-1-sulfonyl fluoride","4,328","-4,697",0,3,"43,37",4,15.89446589,8.444714459
fdy`Q@HhpQP@bDaddeTRTvbRehLYZ@H`@@@@ !Bm?pBbOvwbOw~_xc}m?w~_?y?bOvw?Xc|bOw~@Hc|bOs~@@,872,Z3919180138,1907006-Y10-03,H17,10,10,C11H8FNO4S,O=S(Oc1cc(Oc2ccncc2)ccc1)(F)=O,269.2489,100,27521095,0,Achiral,None,3-(pyridin-4-yloxy)phenyl sulfurofluoridate,"1,167","-2,971",0,3,"65,49",4,10.36036036,17.67922236
dklLHDq`BHdMdCdLddjbRteYZjjjJh@ !B?Xbw?_rwbOs~@H`BmpK~@Ox@mpJK^KQx,873,Z3016191817,1907006-Y10-03,I17,10,10,C6H9F3O3S,O=S(CC(CC1)OCC1(F)F)(F)=O,218.1941,91,27521095,0,Racemic or presumed racemic or meso,None,"(5,5-difluorooxan-2-yl)methanesulfonyl fluoride","1,184","-1,759",0,3,"43,37",2,9.845559846,7.229647631
fhiqc@CVBcA@ADIApQddeTRTtrtmN}KPACSD@@ !BYrqSYqaSKAcMtBpXot{MtLwPKAb?S`C~YV@ZXA`l?`@,874,Z3919183624,1907006-Y10-03,J17,10,10,C8H6FN3O3S2,Nc1nc(-c2cccc(OS(F)(=O)=O)c2)n[s]1,275.2799,93.74,27521095,0,Achiral,None,"3-(5-amino-1,2,4-thiadiazol-3-yl)phenyl sulfurofluoridate","0,083","-4,261",1,5,"95,17",3,34.11458333,25.31418312
f`aaS@MHpRs`ADI@pQddeTRVRddjV`@iX@@ !B?Xbw?PJwb@K~@K\Bb@K~@Ox@b@K~@H`B@k]}bHc|,875,Z3919176493,1907006-Y10-03,K17,10,10,C7H8FNO5S2,CS(Nc(cc1)ccc1OS(F)(=O)=O)(=O)=O,269.2705,91,27521095,0,Achiral,None,4-methanesulfonamidophenyl sulfurofluoridate,"-0,625","-1,984",1,4,"89,54",3,8.463541667,6.163973668
fleQc@BVMEHHapPFPRYegUuidmV``hjjeH@@ !Bmwvw@oy??`Bw_[_}m?rH?Oy??`C~@K_}b@Jw?Ox@@hbw@ovw,876,Z3919186140,1907006-Y10-03,L17,10,10,C11H14ClFN2O3S,CN(CC1)CCN1c(cc(cc1)OS(F)(=O)=O)c1Cl,308.7569,100,27521095,0,Achiral,None,4-chloro-3-(4-methylpiperazin-1-yl)phenyl sulfurofluoridate,"1,467","-2,66",0,4,"49,85",3,6.979778213,8.698334362
f`qQa@ANQ``@bDaddeTTRbrUYwiZBBaR@@ !Bb@HBm?vHmwvw@k]}?`C~_{\BmpHXTv]S?`AeGqh_,877,Z3919180265,1907006-Y10-03,M17,10,10,C9H7FN2O3S,O=S(Oc(cccc1)c1-[n]1cncc1)(F)=O,242.2269,93.95,27521095,0,Achiral,None,2-(1H-imidazol-1-yl)phenyl sulfurofluoridate,"0,504","-2,457",0,3,"61,19",3,2.544031311,7.34114744
f`qaa@EHpP@QBPrRRjIJZYRt{tm@DUQ@@@ !B?`@@?g?~?g~w__y?mpJw_[]}?g~w@f]SFELZGvT_,878,Z3919183497,1907006-Y10-03,N17,10,10,C10H12FNO3S,O=S(Oc1cc(N2CCCC2)ccc1)(F)=O,245.2706,96.73,27521095,0,Achiral,None,3-(pyrrolidin-1-yl)phenyl sulfurofluoridate,"0,845","-2,759",0,3,"46,61",3,13.85542169,10.75630252
fdyaa@OHpP@QBPrRRjIKIQIRTFLm@AP@@@@ !Bb@HBm?vHmww~_{_}bOw~_?y?bOw~_xa}b@K~_xa}bOw~_p,879,Z3919183694,1907006-Y10-03,O17,10,10,C12H10FNO3S,O=S(Oc1ccc(Cc2cnccc2)cc1)(F)=O,267.2761,100,27521095,0,Achiral,None,4-[(pyridin-3-yl)methyl]phenyl sulfurofluoridate,"1,136","-2,681",0,3,"56,26",4,11.84738956,9.859943978
f`qaQ@KHpQW`ADICIIJhdidmKUgRt@QTd@@ !B?g}??`C~?`Bw@k_}?`Bw@k\Bm?w~@K\BmpK~@K\B,880,Z3919184989,1907006-Y10-03,P17,10,10,C8H6FNO5S,O=C1Nc(ccc(OS(F)(=O)=O)c2)c2OC1,247.2003,100,27521095,0,Achiral,None,"3-oxo-3,4-dihydro-2H-1,4-benzoxazin-7-yl sulfurofluoridate","-0,704","-2,373",1,4,"81,7",2,5.020080321,-8.067226891
defDpAp`bHBDdLBdebPsKUUET@@ !BgP{~@@C~_?{~_qaSYuMeGqh_,881,Z2938770437,1907006-Y10-03,A18,10,10,C4H9ClFNO2S,O=S(C1CNCC1)(F)=O.Cl,189.6362,95,27521095,36.4609,Racemic or presumed racemic or meso,None,pyrrolidine-3-sulfonyl fluoride hydrochloride,"-0,295","-0,64",1,3,"46,17",1,10.17811705,10.81081081
ff}pQ@AVBcAC@BHRFRRUQIKSQSIJRleeh@Ij@B@@@ !B@O{~_w?~?`Bw@k]}?`Bw@k\B?`C~@K\Bb@K~@Ha}mpJH@ox@?`BH@h`B,882,Z4262419159,1907006-Y10-03,B18,10,10,C13H12FN3O4S,Cc1cc(N(C)C(c2cc(OS(F)(=O)=O)cnc2)=O)ncc1,325.3155,91.94,27521095,0,Achiral,None,5-[methyl(4-methylpyridin-2-yl)carbamoyl]pyridin-3-yl sulfurofluoridate,"-1,299","-3,017",0,5,"89,46",4,0.262984878,-2.065613609
dknJPNSJWPBHdLddlRrfxYZZfd@@ !BYrqSYqaSKA`@?fU`Ff@XKOx@mpJH@ox@,883,Z2573007543,1907006-Y10-03,C18,10,10,C5H4FNO5S,COC(c1n[o]c(S(F)(=O)=O)c1)=O,209.1524,100,27521095,0,Achiral,None,"methyl 5-(fluorosulfonyl)-1,2-oxazole-3-carboxylate","0,68","-1,338",0,4,"86,47",3,6.311637081,0.364520049
ff}PS@AVQ`a`ADI@laddeTRRttTrTdkMYZ@BZ`B@@@ !B@O{~_w?~?`Bw@k]}?`Bw@k\B?`C~@K\Bb@K~@Ha}mpJH@ox@?`Bw@h`B,884,Z4262410560,1907006-Y10-03,D18,10,10,C13H10F2N2O4S,CN(C(c1cc(OS(F)(=O)=O)cnc1)=O)c1cc(F)ccc1,328.2913,100,27521095,0,Achiral,None,5-[(3-fluorophenyl)(methyl)carbamoyl]pyridin-3-yl sulfurofluoridate,"-0,158","-3,405",0,4,"76,57",4,3.15581854,3.523693803
